youtube_url,playlist,niche,sub_niche
https://www.youtube.com/watch?v=eGI8XrdNgIk,Ustadz Muhammad Faizar,Religion,Dakwah
https://www.youtube.com/watch?v=H8zkogGcKN4,Ustadz Muhammad Faizar,Religion,Dakwah
