youtube_url,playlist,niche,sub_niche
https://www.youtube.com/watch?v=mbQqZt4sgm8,Q & A Maz Awan Abdullah,Uncategorized,General
https://www.youtube.com/watch?v=L1C6Duw7jWI,Q & A Maz Awan Abdullah,Religion,Dakwah
https://www.youtube.com/watch?v=nILFJfm-hLM,Q & A Maz Awan Abdullah,Religion,Dakwah
https://www.youtube.com/watch?v=F1ItV5pn5xU,Q & A Maz Awan Abdullah,Religion,Dakwah
https://www.youtube.com/watch?v=1BfHFS872YE,Q & A Maz Awan Abdullah,Religion,Dakwah
