youtube_url,playlist,niche,sub_niche
https://www.youtube.com/watch?v=6br0SKYB-2w,Kemuliaan | Nabi Adam eps. 2 | Cahaya Para Nabi Series | Ust. Ja'far Al-Jufri,Uncategorized,General
