youtube_url,playlist,niche,sub_niche
https://www.youtube.com/watch?v=TwkqCG9hDec,Kesombongan Iblis | Nabi Adam eps. 3 | Cahaya Para Nabi Series | Ust. Ja'far Al-Jufri,Uncategorized,General
