youtube_url,playlist,niche,sub_niche
https://www.youtube.com/watch?v=C4_pi5kwDRA,The Reason for Creation | Prophet Adam Ep. 1 | Light of the Prophets Series | Ust. Ja'far Al-Jufri,Uncategorized,General
