youtube_url,playlist,niche,sub_niche
https://www.youtube.com/watch?v=CT5IfOyVA7w,Q & A Ustadz Rifky Ja'far Thalib,Religion,Dakwah
https://www.youtube.com/watch?v=HtHuhQ7Sfgc,Q & A Ustadz Rifky Ja'far Thalib,Religion,Dakwah
