youtube_url,playlist,niche,sub_niche
https://www.youtube.com/watch?v=LlyVzpFwwO8,Bincang Santai,Finance,Saving
https://www.youtube.com/watch?v=3G0WOTnc-yI,Bincang Santai,Religion,Dakwah
https://www.youtube.com/watch?v=vaQACKS0krU,Bincang Santai,Religion,Dakwah
